title,image,Type,Episodes,Status,Premiered,Released_Season,Released_Year,Genres,Themes,Studios,Producers,Demographic,Rating,Score,Ranked,Popularity,Members,Favorites
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,https://cdn.myanimelist.net/images/anime/11/65927.jpg,Movie,1,Finished Airing,,,,"Boys Love, Comedy, Drama","Childcare, Workplace",Studio Deen,"Kadokawa Shoten, Cinema Sunshine",,PG-13 - Teens 13 or older,7.83,1029.0,2852.0,71411.0,226.0
Dorei Usagi to Anthony The Animation,https://cdn.myanimelist.net/images/anime/1078/103924.jpg,OVA,1,Finished Airing,,,,Hentai,,Office TakeOut,Pink Pineapple,,Rx - Hentai,7.13,,6853.0,10701.0,54.0
Junk Land The Animation,https://cdn.myanimelist.net/images/anime/1602/103738.jpg,OVA,1,Finished Airing,,,,Hentai,School,T-Rex,Pink Pineapple,,Rx - Hentai,6.77,,7391.0,8887.0,35.0
Jungle Taitei Movie,https://cdn.myanimelist.net/images/anime/7/54139.jpg,Movie,1.0,Finished Airing,,,,Adventure,,Mushi Production,Tezuka Productions,Shounen,G - All Ages,6.18,9231.0,12557.0,1887.0,1.0
Baka Mukashibanashi Movie: Jijii Wars,https://cdn.myanimelist.net/images/anime/2/54141.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",Historical,add some,T.O Entertainment,,G - All Ages,,20110.0,19008.0,415.0,0.0
Eguchi Hisashi no Kotobuki Gorou Show,https://cdn.myanimelist.net/images/anime/13/54143.jpg,OVA,4,Finished Airing,,,,"Comedy, Ecchi",Parody,Studio Pierrot,add some,,R+ - Mild Nudity,4.64,14106.0,12149.0,2137.0,0.0
Hidamari Sketch: Chou Hidamatsuri Special,https://cdn.myanimelist.net/images/anime/13/54151.jpg,Special,1,Finished Airing,,,,Slice of Life,"CGDCT, Iyashikei, Visual Arts",Shaft,"Aniplex, Lantis",,PG-13 - Teens 13 or older,6.54,7065.0,10037.0,3973.0,0.0
Kamisama no Inai Nichiyoubi: Kioku,https://cdn.myanimelist.net/images/anime/6/59029.jpg,Special,1,Finished Airing,,,,"Fantasy, Mystery",,Madhouse,add some,,R - 17+ (violence & profanity),6.86,5215.0,4537.0,29725.0,23.0
Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,https://cdn.myanimelist.net/images/anime/3/54265.jpg,Movie,1.0,Finished Airing,,,,"Adventure, Comedy, Mystery","Anthropomorphic, Detective",TMS Entertainment,add some,,G - All Ages,6.56,6977.0,14053.0,1232.0,0.0
"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",https://cdn.myanimelist.net/images/anime/7/60743.jpg,OVA,1,Finished Airing,,,,Comedy,"Otaku Culture, School",SILVER LINK.,add some,,PG-13 - Teens 13 or older,6.96,4735.0,2388.0,95612.0,110.0
Mikosuri Han-Gekijou,https://cdn.myanimelist.net/images/anime/6/54301.jpg,OVA,1,Finished Airing,,,,Comedy,Parody,add some,Liverpool,,R+ - Mild Nudity,,18647.0,19205.0,399.0,0.0
Himeyuri,https://cdn.myanimelist.net/images/anime/5/54359.jpg,Movie,1,Finished Airing,,,,Drama,Historical,add some,"Himeyuri Alumnae Incorporated Foundation, ASIA Documentary Productions",,G - All Ages,6.39,7996.0,13511.0,1415.0,2.0
Choujigen Game Neptune The Animation: Yakusoku no Eien - True End,,,,,,,,,,,,,,7.22,,,,
Maji,https://cdn.myanimelist.net/images/anime/12/54431.jpg,OVA,3,Finished Airing,,,,Drama,Organized Crime,Nippon Animation,add some,Shounen,R - 17+ (violence & profanity),,18369.0,16717.0,627.0,1.0
Kimi to Boku,https://cdn.myanimelist.net/images/anime/5/54461.jpg,ONA,1,Finished Airing,,,,"Drama, Slice of Life",Pets,add some,Universal Radio Studio,,G - All Ages,6.84,5316.0,10912.0,3043.0,11.0
Little Busters! EX,https://cdn.myanimelist.net/images/anime/3/59031.jpg,Special,8,Finished Airing,,,,"Comedy, Drama, Romance, Supernatural",School,J.C.Staff,add some,,PG-13 - Teens 13 or older,7.68,1412.0,3184.0,58323.0,157.0
Nameko-ke no Ichizoku,https://cdn.myanimelist.net/images/anime/12/55085.jpg,OVA,13,Finished Airing,,,,"Comedy, Slice of Life",,drop,"Yomiko Advertising, BeeWorks",,G - All Ages,6.23,8961.0,14224.0,1173.0,3.0
Bayonetta: Bloody Fate,https://cdn.myanimelist.net/images/anime/1243/113390.jpg,Movie,1,Finished Airing,,,,"Action, Fantasy","Mythology, Super Power",Gonzo,"Toei Animation, Avex Entertainment, Pony Canyon, Sega, Showgate, Q-Tec",,R - 17+ (violence & profanity),6.64,6477.0,3219.0,57212.0,125.0
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,https://cdn.myanimelist.net/images/anime/1624/112109.jpg,OVA,1,Finished Airing,,,,"Comedy, Fantasy, Ecchi",,asread.,add some,,R+ - Mild Nudity,6.75,5815.0,3470.0,50096.0,17.0
Top wo Nerae 2! Kagaku Kouza,https://cdn.myanimelist.net/images/anime/1571/143252.jpg,Special,3,Finished Airing,,,,Sci-Fi,,Gainax,add some,,PG-13 - Teens 13 or older,5.6,12228.0,11673.0,2451.0,0.0
11eyes Picture Drama,https://cdn.myanimelist.net/images/anime/6/54569.jpg,Special,13,Finished Airing,,,,Comedy,,Doga Kobo,Pony Canyon,,PG-13 - Teens 13 or older,5.36,13027.0,8936.0,5567.0,4.0
Nekketsu Tantei Jimusho,https://cdn.myanimelist.net/images/anime/10/54617.jpg,ONA,5,Finished Airing,,,,"Comedy, Mystery",Parody,CoMix Wave Films,add some,,PG-13 - Teens 13 or older,5.18,13460.0,16326.0,686.0,1.0
Ashinaga Ojisan,https://cdn.myanimelist.net/images/anime/1408/138512.jpg,TV Special,1.0,Finished Airing,,,,"Comedy, Drama",,Tatsunoko Production,"Fuji TV, Meruhensha",,G - All Ages,5.58,12300.0,14184.0,1184.0,0.0
Bikyaku Seido Kaichou Ai,https://cdn.myanimelist.net/images/anime/1102/103887.jpg,OVA,1,Finished Airing,,,,Hentai,,Oz Inc.,"Lune-Pictures, Milkshake",,Rx - Hentai,6.51,,8301.0,6638.0,30.0
Kimi no Iru Machi OVA,https://cdn.myanimelist.net/images/anime/7/62537.jpg,OVA,2,Finished Airing,,,,"Drama, Romance",Love Polygon,Gonzo,add some,Shounen,R+ - Mild Nudity,7.01,4512.0,5344.0,20159.0,17.0
Natsume Yuujinchou: Itsuka Yuki no Hi ni,https://cdn.myanimelist.net/images/anime/11/79742.jpg,OVA,1,Finished Airing,,,,"Slice of Life, Supernatural","Iyashikei, Mythology",Brain's Base,"Aniplex, Nihon Ad Systems",Shoujo,PG-13 - Teens 13 or older,8.33,270.0,2551.0,85944.0,116.0
Amnesia OVA,https://cdn.myanimelist.net/images/anime/1328/128739.jpg,OVA,1,Finished Airing,,,,Fantasy,,Brain's Base,add some,Josei,PG-13 - Teens 13 or older,6.31,8484.0,4267.0,33999.0,30.0
Zeonic Front: Kidou Senshi Gundam 0079 - Zeon no Hifun,https://cdn.myanimelist.net/images/anime/2/54731.jpg,Special,1.0,Finished Airing,,,,,"Mecha, Military",Sunrise,Bandai,,PG-13 - Teens 13 or older,5.73,11684.0,11373.0,2665.0,0.0
Shashinkan,https://cdn.myanimelist.net/images/anime/1413/112309.jpg,Movie,1,Finished Airing,,,,"Drama, Slice of Life",Historical,Studio Colorido,add some,,G - All Ages,7.3,2932.0,7215.0,9447.0,11.0
Hinata no Aoshigure,https://cdn.myanimelist.net/images/anime/1775/121961.jpg,Movie,1,Finished Airing,,,,"Adventure, Fantasy, Romance",,Studio Colorido,add some,,PG - Children,6.86,5210.0,4700.0,27461.0,48.0
Baka Misérables,https://cdn.myanimelist.net/images/anime/11/54813.jpg,ONA,3,Finished Airing,,,,Comedy,"Music, Parody",DLE,Fuji TV,,PG-13 - Teens 13 or older,5.48,12631.0,16992.0,591.0,0.0
Mai Zhu,https://cdn.myanimelist.net/images/anime/8/54833.jpg,Movie,1.0,Finished Airing,,,,Comedy,Historical,add some,add some,,R - 17+ (violence & profanity),5.33,13105.0,16007.0,736.0,0.0
Kyousou Giga (TV) Recaps,https://cdn.myanimelist.net/images/anime/12/57233.jpg,TV Special,2,Finished Airing,,,,"Action, Fantasy",,Toei Animation,add some,,PG-13 - Teens 13 or older,6.51,7251.0,6650.0,11533.0,5.0
Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,https://cdn.myanimelist.net/images/anime/13/54899.jpg,TV Special,1,Finished Airing,,,,"Action, Adventure, Comedy, Fantasy",,OLM,TV Tokyo,Kids,PG - Children,6.62,6625.0,7344.0,9040.0,2.0
Love Live! School Idol Project OVA,https://cdn.myanimelist.net/images/anime/1565/104629.jpg,OVA,1,Finished Airing,,,,Slice of Life,"Idols (Female), Music, School",Sunrise,Lantis,,PG-13 - Teens 13 or older,6.87,5151.0,3359.0,53108.0,116.0
Taimanin Yukikaze,https://cdn.myanimelist.net/images/anime/7/56543.jpg,OVA,3,Finished Airing,,,,"Supernatural, Hentai",Mythology,"Magic Bus, Oz Inc.",ZIZ Entertainment (ZIZ),,Rx - Hentai,6.5,,6301.0,13070.0,77.0
Noragami OVA,https://cdn.myanimelist.net/images/anime/7/77177.jpg,OVA,2,Finished Airing,,,,"Comedy, Supernatural","Mythology, School",Bones,"Avex Entertainment, Ai Addiction",Shounen,PG-13 - Teens 13 or older,7.7,1367.0,798.0,336760.0,386.0
Sennen no Yakusoku,https://cdn.myanimelist.net/images/anime/6/54971.jpg,OVA,1,Finished Airing,,,,Slice of Life,Educational,J.C.F.,Nippon Television Network,Kids,G - All Ages,,14751.0,20122.0,335.0,0.0
Norman the Snowman: Kita no Kuni no Aurora,https://cdn.myanimelist.net/images/anime/1573/111019.jpg,Movie,1,Finished Airing,,,,"Adventure, Fantasy",,Tecarat,Taiyo Kikaku,Kids,G - All Ages,6.42,7833.0,18094.0,483.0,1.0
Koakuma Kanojo The Animation,https://cdn.myanimelist.net/images/anime/1426/103854.jpg,OVA,2,Finished Airing,,,,"Supernatural, Hentai",School,"Office TakeOut, Office No. 8",Pink Pineapple,,Rx - Hentai,7.23,,4895.0,24869.0,168.0
Maid of the Dead,https://cdn.myanimelist.net/images/anime/2/55013.jpg,ONA,1,Finished Airing,,,,"Comedy, Horror",,add some,add some,,R - 17+ (violence & profanity),4.21,14293.0,9442.0,4764.0,1.0
Sekaiichi Hatsukoi: Valentine-hen,https://cdn.myanimelist.net/images/anime/5/55723.jpg,Movie,1,Finished Airing,,,,Boys Love,"Adult Cast, Workplace",Studio Deen,Kadokawa Shoten,,PG-13 - Teens 13 or older,7.74,1257.0,3739.0,44132.0,63.0
Joshikousei Nobunaga-chan!!,https://cdn.myanimelist.net/images/anime/8/55111.jpg,ONA,10,Finished Airing,,,,"Comedy, Ecchi","Reincarnation, School","WAO World, MooGoo, Studio Ranmaru","TMS Entertainment, TMS Music",,PG-13 - Teens 13 or older,5.72,11722.0,12886.0,1696.0,1.0
Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,https://cdn.myanimelist.net/images/anime/13/74395.jpg,Special,2,Finished Airing,,,,Comedy,Idols (Female),Satelight,Starchild Records,,PG-13 - Teens 13 or older,6.88,5101.0,6617.0,11639.0,10.0
Oni Chichi 2: Revenge,https://cdn.myanimelist.net/images/anime/1002/103860.jpg,OVA,2,Finished Airing,,,,Hentai,,PoRO,add some,,Rx - Hentai,6.73,,5387.0,19821.0,31.0
Nulu-chan to Boku,https://cdn.myanimelist.net/images/anime/7/55135.jpg,ONA,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Space Neko Company,,G - All Ages,5.25,13309.0,17212.0,568.0,0.0
Hana no Zundamaru,https://cdn.myanimelist.net/images/anime/8/55141.jpg,ONA,8,Finished Airing,,,,Comedy,"Martial Arts, Parody",CoMix Wave Films,add some,,G - All Ages,5.64,12074.0,17351.0,553.0,0.0
Kuro no Su: Chronus,https://cdn.myanimelist.net/images/anime/6/55167.jpg,Movie,1,Finished Airing,,,,,Psychological,Studio 4°C,Exa International,,PG-13 - Teens 13 or older,6.77,5692.0,5368.0,19979.0,10.0
Harmonie,https://cdn.myanimelist.net/images/anime/2/55197.jpg,Movie,1,Finished Airing,,,,Drama,"Psychological, School","Studio Rikka, Ultra Super Pictures",add some,,PG-13 - Teens 13 or older,7.21,3460.0,3057.0,63399.0,152.0
Ookii 1-nensei to Chiisana 2-nensei,https://cdn.myanimelist.net/images/anime/1539/112845.jpg,Movie,1,Finished Airing,,,,Adventure,,A-1 Pictures,add some,,PG - Children,6.35,8237.0,9051.0,5355.0,0.0
Kyoukai no Kanata: Mini Gekijou,https://cdn.myanimelist.net/images/anime/10/72218.jpg,Special,7,Finished Airing,,,,"Slice of Life, Supernatural",,Kyoto Animation,"Lantis, Pony Canyon",,PG-13 - Teens 13 or older,6.88,5081.0,3641.0,46228.0,42.0
Diabolik Lovers Recap,https://cdn.myanimelist.net/images/anime/9/55639.jpg,TV Special,1,Finished Airing,,,,"Drama, Supernatural","Reverse Harem, Vampire",Zexcs,"Frontier Works, Idea Factory, Showgate",Josei,PG-13 - Teens 13 or older,5.42,12840.0,4768.0,26471.0,52.0
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",https://cdn.myanimelist.net/images/anime/1464/112501.jpg,OVA,1,Finished Airing,,,,"Comedy, Romance","Harem, School",Diomedéa,DAX Production,,PG-13 - Teens 13 or older,7.13,3917.0,2780.0,74850.0,54.0
DPR Special Movie,https://cdn.myanimelist.net/images/anime/13/56803.jpg,Special,1,Finished Airing,,,,Slice of Life,Space,White Fox,add some,,G - All Ages,5.42,12843.0,13275.0,1509.0,1.0
Peeping Life: YouTuber-kun,https://cdn.myanimelist.net/images/anime/2/55315.jpg,ONA,4,Finished Airing,,,,Comedy,,CoMix Wave Films,add some,,G - All Ages,4.24,14281.0,14951.0,972.0,1.0
Kansen: Ball Buster The Animation,https://cdn.myanimelist.net/images/anime/1797/104137.jpg,OVA,1,Finished Airing,,,,Hentai,,Okumaza,MS Pictures,,Rx - Hentai,5.85,,7887.0,7538.0,8.0
Parol no Miraijima,https://cdn.myanimelist.net/images/anime/1131/112846.jpg,Movie,1,Finished Airing,,,,"Action, Adventure, Fantasy",,Shin-Ei Animation,add some,,PG - Children,5.91,10763.0,10638.0,3285.0,0.0
Shimajirou no Wow! Movie 2: Shimajirou to Kujira no Uta,https://cdn.myanimelist.net/images/anime/5/55323.jpg,Movie,1,Finished Airing,,,,"Adventure, Comedy, Fantasy",,The Answer Studio,Benesse Corporation,Kids,G - All Ages,,14992.0,18406.0,458.0,0.0
Wonder Garden,https://cdn.myanimelist.net/images/anime/2/55383.jpg,ONA,1,Finished Airing,,,,Fantasy,,Studio Colorido,add some,,PG - Children,6.34,8277.0,7640.0,8162.0,4.0
Tezuka Osamu no Buddha: Owarinaki Tabi,https://cdn.myanimelist.net/images/anime/1264/112847.jpg,Movie,1,Finished Airing,,,,"Drama, Supernatural",Historical,Toei Animation,Tezuka Productions,,PG-13 - Teens 13 or older,6.92,4871.0,9446.0,4760.0,4.0
Seisenshi Dunbine Memorial,https://cdn.myanimelist.net/images/anime/2/55405.jpg,Special,3,Finished Airing,,,,"Adventure, Sci-Fi","Isekai, Mecha",Sunrise,Bandai Visual,,PG-13 - Teens 13 or older,5.79,11400.0,15290.0,885.0,0.0
Tonari no Seki-kun OVA,https://cdn.myanimelist.net/images/anime/6/62613.jpg,OVA,1,Finished Airing,,,,Comedy,School,Shin-Ei Animation,add some,Seinen,G - All Ages,7.39,2503.0,3878.0,41409.0,11.0
Yoza-Quar!,https://cdn.myanimelist.net/images/anime/6/55779.jpg,Special,6,Finished Airing,,,,Comedy,,Tatsunoko Production,add some,,PG-13 - Teens 13 or older,6.49,7386.0,7105.0,9842.0,2.0
Himekishi Olivia,https://cdn.myanimelist.net/images/anime/1654/150199.jpg,OVA,2,Finished Airing,,,,Hentai,,Studio Eromatick,MS Pictures,,Rx - Hentai,6.48,,7655.0,8116.0,21.0
Mini Van Special,https://cdn.myanimelist.net/images/anime/3/55439.jpg,Special,1,Finished Airing,,,,"Comedy, Slice of Life","Parody, Strategy Game",DLE,add some,,PG-13 - Teens 13 or older,6.14,9515.0,14373.0,1134.0,0.0
Dekakute Ecchi na Ore no Ane,https://cdn.myanimelist.net/images/anime/1658/116788.jpg,OVA,1,Finished Airing,,,,Hentai,,T-Rex,Lune-Pictures,,Rx - Hentai,6.96,,6065.0,14358.0,82.0
Sekai de Ichiban Tsuyoku Naritai! Specials,,,,,,,,,,,,,,5.68,,,,
Noonbory,,,,,,,,,,,,,,,,,,
Juugo Shounen Hyouryuuki: Kaizokujima de! Daibouken,https://cdn.myanimelist.net/images/anime/5/55483.jpg,Movie,1,Finished Airing,,,,"Adventure, Fantasy, Sci-Fi",,add some,Studio Kelmadick,Kids,G - All Ages,,17550.0,18156.0,478.0,0.0
Chang,https://cdn.myanimelist.net/images/anime/1892/112685.jpg,Movie,1,Finished Airing,,,,"Drama, Suspense",Military,Studio Dadashow,add some,,R - 17+ (violence & profanity),5.82,11204.0,15028.0,954.0,1.0
Saibi,https://cdn.myanimelist.net/images/anime/1056/112684.jpg,Movie,1,Finished Airing,,,,"Drama, Suspense",Psychological,add some,Studio Dadashow,,R - 17+ (violence & profanity),6.63,6541.0,9265.0,5044.0,14.0
Precure All Stars Movie New Stage 3: Eien no Tomodachi,https://cdn.myanimelist.net/images/anime/1016/142416.jpg,Movie,1,Finished Airing,,,,,Mahou Shoujo,Toei Animation,Kinoshita Group Holdings,,G - All Ages,7.3,2927.0,8978.0,5482.0,7.0
Uchuu Icchokusen,https://cdn.myanimelist.net/images/anime/2/55543.jpg,Movie,1,Finished Airing,,,,"Fantasy, Mystery, Sci-Fi","Space, Visual Arts",add some,KAGAYA Studio,,G - All Ages,6.01,10217.0,14641.0,1058.0,5.0
Oppai Infinity∞! The Animation,https://cdn.myanimelist.net/images/anime/1184/119774.jpg,OVA,1,Finished Airing,,,,Hentai,,Office TakeOut,Pink Pineapple,,Rx - Hentai,6.41,,8759.0,5872.0,12.0
Yakusoku (ONA),https://cdn.myanimelist.net/images/anime/10/68987.jpg,ONA,1,Finished Airing,,,,Drama,Music,add some,add some,,G - All Ages,6.52,7190.0,13229.0,1530.0,1.0
Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,https://cdn.myanimelist.net/images/anime/1712/90758.jpg,OVA,1,Finished Airing,,,,Hentai,,Studio 1st,Pashmina,,Rx - Hentai,7.09,,5653.0,17359.0,120.0
Puchimas!!: Petit Petit iDOLM@STER,https://cdn.myanimelist.net/images/anime/6/55661.jpg,ONA,74,Finished Airing,,,,"Comedy, Slice of Life",Idols (Female),Gathering,add some,,PG-13 - Teens 13 or older,7.17,3674.0,7313.0,9147.0,14.0
Hetalia: The Beautiful World Extra Disc,https://cdn.myanimelist.net/images/anime/2/58297.jpg,OVA,1,Finished Airing,,,,Comedy,"Historical, Parody",Studio Deen,Frontier Works,,PG-13 - Teens 13 or older,7.27,3116.0,6814.0,10826.0,9.0
Kakumeiki Valvrave Recaps,https://cdn.myanimelist.net/images/anime/7/56851.jpg,ONA,3,Finished Airing,,,,Sci-Fi,"Mecha, Space",Sunrise,add some,,R - 17+ (violence & profanity),6.18,9232.0,10394.0,3529.0,1.0
Yu Bang Xiang Zheng,https://cdn.myanimelist.net/images/anime/9/55681.jpg,Movie,1.0,Finished Airing,,,,,Historical,add some,Shanghai Animation Film Studio,,G - All Ages,5.66,11977.0,14812.0,1012.0,1.0
Oni Chichi: Rebuild,https://cdn.myanimelist.net/images/anime/1584/103849.jpg,OVA,3,Finished Airing,,,,Hentai,,PoRO,add some,,Rx - Hentai,7.11,,4677.0,27806.0,74.0
Kenji no Trunk,https://cdn.myanimelist.net/images/anime/2/55711.jpg,Movie,1,Finished Airing,,,,Fantasy,,"Triangle Staff, Animaruya",add some,Kids,PG - Children,6.32,8426.0,16397.0,673.0,1.0
Katta-kun Monogatari,https://cdn.myanimelist.net/images/anime/1912/144779.jpg,Movie,1,Finished Airing,,,,Adventure,,Aubec,add some,Kids,PG - Children,,17734.0,19737.0,360.0,0.0
Buddy Spirits,https://cdn.myanimelist.net/images/anime/13/55727.jpg,ONA,1,Finished Airing,,,,,Mecha,add some,add some,,G - All Ages,5.2,13427.0,15034.0,953.0,1.0
Heart Cocktail Again,https://cdn.myanimelist.net/images/anime/12/55753.jpg,OVA,1.0,Finished Airing,,,,Romance,,HAL Film Maker,add some,Seinen,PG-13 - Teens 13 or older,6.33,8330.0,15483.0,843.0,1.0
Youtai Nuhai Zai Shanghai,https://cdn.myanimelist.net/images/anime/1936/116512.jpg,Movie,1,Finished Airing,,,,,Historical,add some,Shanghai Animation Film Studio,Kids,PG - Children,5.73,11682.0,16737.0,622.0,1.0
Dragon Fist,https://cdn.myanimelist.net/images/anime/9/55907.jpg,OVA,1,Finished Airing,,,,"Drama, Fantasy",Martial Arts,Agent 21,"Youmex, Arts Pro",Shoujo,PG-13 - Teens 13 or older,4.22,14285.0,11490.0,2577.0,0.0
"Wake Up, Girls! Shichinin no Idol",https://cdn.myanimelist.net/images/anime/10/57869.jpg,Movie,1,Finished Airing,,,,Drama,"Idols (Female), Music","Tatsunoko Production, Ordet","TV Tokyo, Avex Entertainment, Sotsu, Sega, Gakken, Rakuonsha, AT-X, TOHO, DIVE II Entertainment, Good Smile Company",,PG-13 - Teens 13 or older,7.15,3778.0,4862.0,25331.0,20.0
Soul Eater: Late Night Show,https://cdn.myanimelist.net/images/anime/4/60791.jpg,Special,51,Finished Airing,,,,"Action, Comedy, Fantasy",,Bones,"TV Tokyo, Aniplex, Dentsu, Media Factory",,PG-13 - Teens 13 or older,6.87,5172.0,4534.0,29731.0,43.0
Teekyuu 2 Specials,https://cdn.myanimelist.net/images/anime/12/56005.jpg,Special,2,Finished Airing,,,,"Comedy, Sports",School,MAPPA,Earth Star Entertainment,Shounen,PG-13 - Teens 13 or older,6.48,7469.0,6777.0,10965.0,0.0
Zettai Shougeki: Platonic Heart Picture Drama,https://cdn.myanimelist.net/images/anime/2/56101.jpg,Special,4,Finished Airing,,,,"Action, Ecchi",Martial Arts,Arms,"Lantis, Studio Kikan",,R+ - Mild Nudity,5.02,13721.0,12667.0,1811.0,0.0
Imanara Maniau! Log Horizon,https://cdn.myanimelist.net/images/anime/1917/122380.jpg,TV Special,1,Finished Airing,,,,"Action, Adventure, Fantasy",Adult Cast,Satelight,add some,,PG-13 - Teens 13 or older,6.76,5704.0,5237.0,21219.0,14.0
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,https://cdn.myanimelist.net/images/anime/6/64267.jpg,ONA,5,Finished Airing,,,,Comedy,,Kyoto Animation,add some,,PG-13 - Teens 13 or older,6.54,7072.0,3997.0,38775.0,13.0
Takarajima Movie,https://cdn.myanimelist.net/images/anime/1846/136445.jpg,Movie,1,Finished Airing,,,,"Adventure, Drama, Mystery, Supernatural",Historical,Tokyo Movie Shinsha,add some,,PG - Children,6.14,9460.0,13362.0,1475.0,0.0
Yawaraka Sensha,https://cdn.myanimelist.net/images/anime/7/56209.jpg,ONA,53,Finished Airing,,,,Comedy,,add some,add some,,G - All Ages,5.45,12734.0,17857.0,504.0,0.0
Yawaraka Atom,https://cdn.myanimelist.net/images/anime/8/56203.jpg,ONA,7,Finished Airing,,,,Comedy,Parody,Fanworks,add some,,G - All Ages,5.42,12828.0,18236.0,471.0,0.0
Sore Ike! Anpanman: Minami no Umi wo Sukue!,https://cdn.myanimelist.net/images/anime/4/56227.jpg,TV Special,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,5.99,10287.0,16573.0,649.0,0.0
Sore Ike! Anpanman: Shabondama no Purun,,,,,,,,,,,,,,6.17,,,,
Sore Ike! Anpanman: Tenohira wo Taiyou ni,https://cdn.myanimelist.net/images/anime/9/56241.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,add some,"VAP, Tokyo Movie Shinsha",Kids,PG - Children,5.86,11001.0,17597.0,528.0,1.0
Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman,https://cdn.myanimelist.net/images/anime/9/56233.jpg,Movie,1,Finished Airing,,,,"Comedy, Fantasy",,add some,Tokyo Movie Shinsha,Kids,PG - Children,5.98,10347.0,17461.0,539.0,1.0
Trick or Alice,https://cdn.myanimelist.net/images/anime/12/85484.jpg,OVA,1,Finished Airing,,,,Fantasy,,An DerCen,add some,,R+ - Mild Nudity,4.91,13834.0,7647.0,8129.0,12.0
Mushishi: Hihamukage,https://cdn.myanimelist.net/images/anime/1559/147521.jpg,TV Special,1,Finished Airing,,,,"Adventure, Mystery, Slice of Life, Supernatural","Adult Cast, Historical, Iyashikei",Artland,"Aniplex, Kodansha, Delfi Sound",Seinen,PG-13 - Teens 13 or older,8.52,144.0,1712.0,150440.0,210.0
Kazoku no Hanashi,https://cdn.myanimelist.net/images/anime/11/69067.jpg,ONA,1,Finished Airing,,,,Drama,Music,add some,add some,,G - All Ages,6.41,7904.0,14688.0,1045.0,1.0
Double Circle,https://cdn.myanimelist.net/images/anime/6/56319.jpg,ONA,6,Finished Airing,,,,Sci-Fi,Super Power,add some,Toshiba Entertainment,,PG-13 - Teens 13 or older,4.81,13954.0,8719.0,5925.0,3.0
Psycho-Pass Movie 1,https://cdn.myanimelist.net/images/anime/8/71793.jpg,Movie,1,Finished Airing,,,,"Action, Sci-Fi","Adult Cast, Military",Production I.G,"Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, Kyoraku Industrial Holdings",,R - 17+ (violence & profanity),7.69,1384.0,936.0,287881.0,560.0
Kichiku: Haha Shimai Choukyou Nikki,https://cdn.myanimelist.net/images/anime/1652/104140.jpg,OVA,3,Finished Airing,,,,Hentai,,Studio Gadget,ChiChinoya,,Rx - Hentai,6.79,,8192.0,6863.0,62.0
Tokubetsu Jugyou 3 SLG The Animation,https://cdn.myanimelist.net/images/anime/1962/119742.jpg,OVA,2,Finished Airing,,,,Hentai,,Anime Antenna Iinkai,"Milky Animation Label, MS Pictures",,Rx - Hentai,6.62,,8078.0,7084.0,45.0
Freezing Vibration Specials,https://cdn.myanimelist.net/images/anime/8/56413.jpg,Special,6,Finished Airing,,,,"Action, Comedy, Sci-Fi, Ecchi","Harem, Military",A.C.G.T.,Media Factory,,R+ - Mild Nudity,6.44,7700.0,4602.0,28686.0,18.0
Shiiba-san no Ura no Kao. with Imouto Lip,https://cdn.myanimelist.net/images/anime/1055/103755.jpg,OVA,1,Finished Airing,,,,Hentai,,Office TakeOut,Pink Pineapple,,Rx - Hentai,6.53,,9003.0,5438.0,9.0
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,https://cdn.myanimelist.net/images/anime/1696/94870.jpg,Movie,1,Finished Airing,,,,"Award Winning, Comedy, Sci-Fi",,Shin-Ei Animation,"Futabasha, Imagine",Seinen,G - All Ages,7.48,2129.0,7886.0,7540.0,15.0
Happiness Charge Precure!,,,,,,,,,,,,,,6.79,,,,
Machine-Doll wa Kizutsukanai Specials,https://cdn.myanimelist.net/images/anime/5/56525.jpg,Special,6,Finished Airing,,,,"Action, Fantasy, Ecchi",School,Lerche,"Genco, Movic, AT-X",,R+ - Mild Nudity,6.7,6069.0,3961.0,39471.0,21.0
